epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,46.4785,1.6552,3.32992,1.25922,0,0,0,0,0,7923.98,0,6e-05,6e-05,6e-05
2,94.7689,1.43591,1.23934,1.06022,0,0,0,0,0,8317.33,0,0.000126783,0.000126783,0.000126783
3,143.113,1.41715,0.9082,1.06915,0,0,0,0,0,7303.9,0,0.0001901,0.0001901,0.0001901
4,191.228,1.33637,0.88218,1.03833,0,0,0,0,0,6885.62,0,0.000249953,0.000249953,0.000249953
5,239.157,1.29833,0.78957,1.02719,0,0,0,0,0,3301.79,0,0.00030634,0.00030634,0.00030634
6,287.69,1.27838,0.74973,1.04724,0,0,0,0,0,2784.29,0,0.000359262,0.000359262,0.000359262
7,336.434,1.38797,0.83732,1.11362,0,0,0,0,0,2432.09,0,0.00040872,0.00040872,0.00040872
8,384.068,1.27247,0.7991,1.01738,0,0,0,0,0,2916.41,0,0.000454713,0.000454713,0.000454713
9,431.857,1.32857,0.81428,1.05691,0,0,0,0,0,3432.82,0,0.00049724,0.00049724,0.00049724
10,480.174,1.27064,0.75359,1.04068,0,0,0,0,0,4540.13,0,0.000536303,0.000536303,0.000536303
11,528.11,1.27562,0.73306,1.01534,0,0,0,0,0,2579.73,0,0.0005719,0.0005719,0.0005719
12,576.811,1.23725,0.67411,0.99969,0,0,0,0,0,3175.73,0,0.000604033,0.000604033,0.000604033
13,624.549,1.2337,0.6885,1.02449,0,0,0,0,0,2352.11,0,0.0006327,0.0006327,0.0006327
14,673.335,1.21855,0.66326,0.99635,0,0,0,0,0,2759.61,0,0.000657903,0.000657903,0.000657903
15,721.865,1.22645,0.65412,1.01408,0,0,0,0,0,2865.11,0,0.0006535,0.0006535,0.0006535
16,769.57,1.19752,0.65402,1.01184,0,0,0,0,0,31385,0,0.00062875,0.00062875,0.00062875
17,817.759,1.19753,0.64195,0.99328,0,0,0,0,0,8837.49,0,0.000604,0.000604,0.000604
18,865.595,1.20401,0.62868,1.00013,0,0,0,0,0,2158.57,0,0.00057925,0.00057925,0.00057925
19,913.218,1.21408,0.64385,0.98456,0,0,0,0,0,2348.46,0,0.0005545,0.0005545,0.0005545
20,961.4,1.17353,0.63029,1.00965,0,0,0,0,0,2274.51,0,0.00052975,0.00052975,0.00052975
21,1008.79,1.17277,0.61137,0.99411,0,0,0,0,0,2131.94,0,0.000505,0.000505,0.000505
22,1056.84,1.1871,0.60634,0.9829,0,0,0,0,0,2639.19,0,0.00048025,0.00048025,0.00048025
23,1105.8,1.13238,0.60451,0.98529,0,0,0,0,0,2609.87,0,0.0004555,0.0004555,0.0004555
24,1153.3,1.10437,0.57965,0.96356,0,0,0,0,0,2460.69,0,0.00043075,0.00043075,0.00043075
25,1202.43,1.1401,0.57222,0.97935,0,0,0,0,0,2348.98,0,0.000406,0.000406,0.000406
26,1250.39,1.06829,0.58529,0.96356,0,0,0,0,0,2556.67,0,0.00038125,0.00038125,0.00038125
27,1298.38,1.03945,0.55511,0.97556,0,0,0,0,0,2062.01,0,0.0003565,0.0003565,0.0003565
28,1346.03,1.09077,0.5604,0.9536,0,0,0,0,0,2731.45,0,0.00033175,0.00033175,0.00033175
29,1394.39,1.07187,0.56695,0.95477,0,0,0,0,0,2584.18,0,0.000307,0.000307,0.000307
30,1442.46,1.08762,0.56215,0.93575,0,0,0,0,0,2113.19,0,0.00028225,0.00028225,0.00028225
31,1490.35,1.07317,0.5651,0.96129,0,0,0,0,0,2258.23,0,0.0002575,0.0002575,0.0002575
32,1537.94,1.07501,0.53355,0.95669,0,0,0,0,0,2349.74,0,0.00023275,0.00023275,0.00023275
33,1586.33,0.9751,0.50779,0.93946,0,0,0,0,0,2541.01,0,0.000208,0.000208,0.000208
34,1634.46,0.97113,0.50719,0.93097,0,0,0,0,0,2640.19,0,0.00018325,0.00018325,0.00018325
35,1681.87,0.98462,0.50173,0.96313,0,0,0,0,0,2414.09,0,0.0001585,0.0001585,0.0001585
36,1731.56,0.99425,0.49827,0.95071,0,0,0,0,0,2427.87,0,0.00013375,0.00013375,0.00013375
37,1779.39,1.02942,0.49775,0.95988,0,0,0,0,0,2496.38,0,0.000109,0.000109,0.000109
38,1827.1,0.92754,0.47635,0.92682,0,0,0,0,0,2513.71,0,8.425e-05,8.425e-05,8.425e-05
39,1875.1,0.94351,0.47271,0.91828,0,0,0,0,0,2511.9,0,5.95e-05,5.95e-05,5.95e-05
40,1923.04,0.89714,0.46054,0.91361,0,0,0,0,0,2508.21,0,3.475e-05,3.475e-05,3.475e-05
