epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,189.915,1.62518,3.05968,1.23285,0,0,0,0,0,24229,0,6e-05,6e-05,6e-05
2,379.613,1.37099,1.0139,1.0803,0,0,0,0,0,14512.2,0,0.000127426,0.000127426,0.000127426
3,556.865,1.4132,0.87053,1.11186,0,0,0,0,0,10540.7,0,0.00019208,0.00019208,0.00019208
4,737.983,1.32659,0.82964,1.09407,0,0,0,0,0,19361.9,0,0.000253962,0.000253962,0.000253962
5,924.908,1.30321,0.74892,1.08954,0,0,0,0,0,1.0681e+06,0,0.000313072,0.000313072,0.000313072
6,1107.15,1.31676,0.74833,1.12477,0,0,0,0,0,388965,0,0.00036941,0.00036941,0.00036941
7,1286.54,1.38288,0.83074,1.15707,0,0,0,0,0,86415.6,0,0.000422976,0.000422976,0.000422976
8,1467.94,1.34368,0.81306,1.13247,0,0,0,0,0,2221.19,0,0.00047377,0.00047377,0.00047377
9,1647.25,1.4098,0.85197,1.19985,0,0,0,0,0,456829,0,0.000521792,0.000521792,0.000521792
10,1824.87,1.38761,0.86597,1.16181,0,0,0,0,0,91311.8,0,0.000567042,0.000567042,0.000567042
11,2019.65,1.33746,0.70379,1.10348,0,0,0,0,0,12457.9,0,0.00060952,0.00060952,0.00060952
12,2196.79,1.29869,0.70297,1.10424,0,0,0,0,0,3220.65,0,0.000649226,0.000649226,0.000649226
13,2369.43,1.31137,0.70218,1.13413,0,0,0,0,0,4789.81,0,0.00068616,0.00068616,0.00068616
14,2545.86,1.2747,0.69035,1.07669,0,0,0,0,0,1.16671e+06,0,0.000720322,0.000720322,0.000720322
15,2722.37,1.31433,0.68177,1.11273,0,0,0,0,0,206464,0,0.0007228,0.0007228,0.0007228
