epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,26.6473,1.87574,4.19645,1.33515,0,0,0,0,0,1378.83,0,6e-05,6e-05,6e-05
2,53.0956,1.60523,1.80298,1.14245,0,0,0,0,0,15517.1,0,0.000127426,0.000127426,0.000127426
3,80.6502,1.46622,1.11411,1.07904,0,0,0,0,0,11071.1,0,0.00019208,0.00019208,0.00019208
4,107.507,1.45462,0.99443,1.07422,0,0,0,0,0,6523.35,0,0.000253962,0.000253962,0.000253962
5,133.883,1.39061,0.92917,1.04062,0,0,0,0,0,6263.46,0,0.000313072,0.000313072,0.000313072
6,160.597,1.32695,0.86316,1.05631,0,0,0,0,0,4346.63,0,0.00036941,0.00036941,0.00036941
7,187.534,1.36796,0.88719,1.07301,0,0,0,0,0,3939.39,0,0.000422976,0.000422976,0.000422976
8,213.944,1.28988,0.80821,1.01231,0,0,0,0,0,2750.43,0,0.00047377,0.00047377,0.00047377
9,240.556,1.35435,0.82813,1.05173,0,0,0,0,0,2479.23,0,0.000521792,0.000521792,0.000521792
10,266.966,1.31519,0.76623,1.03194,0,0,0,0,0,2477.52,0,0.000567042,0.000567042,0.000567042
11,293.283,1.24934,0.73118,0.99748,0,0,0,0,0,2911.07,0,0.00060952,0.00060952,0.00060952
12,319.212,1.24295,0.69228,0.98539,0,0,0,0,0,2139.94,0,0.000649226,0.000649226,0.000649226
13,346.241,1.24983,0.69397,0.99976,0,0,0,0,0,2126.8,0,0.00068616,0.00068616,0.00068616
14,372.707,1.25158,0.69147,0.97669,0,0,0,0,0,2371.34,0,0.000720322,0.000720322,0.000720322
15,399.814,1.29653,0.72001,1.01188,0,0,0,0,0,2105,0,0.0007228,0.0007228,0.0007228
16,427.126,1.23895,0.69649,1.00575,0,0,0,0,0,2458.04,0,0.000703,0.000703,0.000703
17,453.362,1.24837,0.6963,0.99704,0,0,0,0,0,3177.39,0,0.0006832,0.0006832,0.0006832
18,480.546,1.22606,0.68155,0.99038,0,0,0,0,0,2801.97,0,0.0006634,0.0006634,0.0006634
19,506.999,1.2107,0.65235,0.96658,0,0,0,0,0,2820.44,0,0.0006436,0.0006436,0.0006436
20,533.656,1.20358,0.6472,1.00582,0,0,0,0,0,2154.31,0,0.0006238,0.0006238,0.0006238
21,560.007,1.19254,0.64568,0.99179,0,0,0,0,0,2257.65,0,0.000604,0.000604,0.000604
22,586.855,1.22986,0.63771,0.98604,0,0,0,0,0,2386.03,0,0.0005842,0.0005842,0.0005842
23,613.189,1.18151,0.6392,0.97836,0,0,0,0,0,2731.22,0,0.0005644,0.0005644,0.0005644
24,640.221,1.11825,0.60612,0.953,0,0,0,0,0,2335.68,0,0.0005446,0.0005446,0.0005446
25,667.088,1.19645,0.6254,0.97908,0,0,0,0,0,2301.72,0,0.0005248,0.0005248,0.0005248
26,693.298,1.12823,0.61023,0.97136,0,0,0,0,0,2419.87,0,0.000505,0.000505,0.000505
27,719.448,1.09155,0.5854,0.96661,0,0,0,0,0,2359.08,0,0.0004852,0.0004852,0.0004852
28,745.931,1.12327,0.58445,0.95525,0,0,0,0,0,2516.17,0,0.0004654,0.0004654,0.0004654
29,773.033,1.09618,0.58952,0.94612,0,0,0,0,0,2244.53,0,0.0004456,0.0004456,0.0004456
30,800.297,1.14409,0.58463,0.93934,0,0,0,0,0,2448.25,0,0.0004258,0.0004258,0.0004258
31,826.395,1.11261,0.5982,0.95326,0,0,0,0,0,2677.19,0,0.000406,0.000406,0.000406
32,852.962,1.14661,0.59442,0.95933,0,0,0,0,0,2218.9,0,0.0003862,0.0003862,0.0003862
33,879.869,1.10244,0.57039,0.94012,0,0,0,0,0,2392.36,0,0.0003664,0.0003664,0.0003664
34,906.139,1.11679,0.58958,0.94464,0,0,0,0,0,2701.55,0,0.0003466,0.0003466,0.0003466
35,932.211,1.09062,0.56336,0.95652,0,0,0,0,0,2276.06,0,0.0003268,0.0003268,0.0003268
36,958.578,1.07395,0.54716,0.93603,0,0,0,0,0,2450.02,0,0.000307,0.000307,0.000307
37,985.482,1.03479,0.54676,0.93894,0,0,0,0,0,2784.53,0,0.0002872,0.0002872,0.0002872
38,1012.5,1.01064,0.51624,0.93212,0,0,0,0,0,2612.32,0,0.0002674,0.0002674,0.0002674
39,1038.64,1.04191,0.52951,0.92166,0,0,0,0,0,2285.37,0,0.0002476,0.0002476,0.0002476
40,1065.25,1.09173,0.54492,0.93613,0,0,0,0,0,2532.64,0,0.0002278,0.0002278,0.0002278
41,1091.84,1.02185,0.55414,0.93307,0,0,0,0,0,2511.59,0,0.000208,0.000208,0.000208
42,1118.02,0.99989,0.51447,0.92351,0,0,0,0,0,2128.13,0,0.0001882,0.0001882,0.0001882
43,1144.98,1.01735,0.50959,0.94203,0,0,0,0,0,2099.1,0,0.0001684,0.0001684,0.0001684
44,1171.92,0.99924,0.50187,0.93246,0,0,0,0,0,2537.07,0,0.0001486,0.0001486,0.0001486
45,1197.95,1.03089,0.52008,0.92539,0,0,0,0,0,2718.33,0,0.0001288,0.0001288,0.0001288
46,1224.52,0.9767,0.49216,0.91343,0,0,0,0,0,2734.37,0,0.000109,0.000109,0.000109
47,1250.62,1.04828,0.51488,0.93522,0,0,0,0,0,2482.35,0,8.92e-05,8.92e-05,8.92e-05
48,1277.21,0.9655,0.49093,0.92309,0,0,0,0,0,2367.54,0,6.94e-05,6.94e-05,6.94e-05
49,1303.27,0.99732,0.49512,0.91423,0,0,0,0,0,2372.16,0,4.96e-05,4.96e-05,4.96e-05
50,1329.57,0.93695,0.45669,0.90355,0,0,0,0,0,2421.18,0,2.98e-05,2.98e-05,2.98e-05
